scraped_at,quota,issued,available,ttd_reporting_datetime_raw,ttd_reporting_date,ttd_reporting_weekday,ttd_reporting_time
2026-09-14T08:17:46+05:30,200,106,94,Reporting Date & Time :14-09-2026(MONDAY) :: 03:30 PM,14-09-2026,MONDAY,03:30 PM
2026-09-14T09:46:47+05:30,200,170,30,Reporting Date & Time :14-09-2026(MONDAY) :: 03:30 PM,14-09-2026,MONDAY,03:30 PM
2026-09-14T11:03:28+05:30,200,177,23,Reporting Date & Time :14-09-2026(MONDAY) :: 03:30 PM,14-09-2026,MONDAY,03:30 PM
