scraped_at,quota,issued,available,ttd_reporting_datetime_raw,ttd_reporting_date,ttd_reporting_weekday,ttd_reporting_time
2026-09-10T09:40:49+05:30,200,198,2,Reporting Date & Time :10-09-2026(THURSDAY) :: 04:00 PM,10-09-2026,THURSDAY,04:00 PM
2026-09-10T09:45:10+05:30,200,200,0,Reporting Date & Time :10-09-2026(THURSDAY) :: 04:00 PM,10-09-2026,THURSDAY,04:00 PM
