scraped_at,quota,issued,available,ttd_reporting_datetime_raw,ttd_reporting_date,ttd_reporting_weekday,ttd_reporting_time
2026-08-04T12:49:49+05:30,200,165,35,Reporting Date & Time :04-08-2026(TUESDAY) :: 04:00 PM,04-08-2026,TUESDAY,04:00 PM
2026-08-04T18:00:07+05:30,200,200,0,Reporting Date & Time :04-08-2026(TUESDAY) :: 04:00 PM,04-08-2026,TUESDAY,04:00 PM
