scraped_at,quota,issued,available,ttd_reporting_datetime_raw,ttd_reporting_date,ttd_reporting_weekday,ttd_reporting_time
2026-08-06T10:00:00+05:30,200,122,78,Reporting Date & Time :06-08-2026(THURSDAY) :: 04:00 PM,06-08-2026,THURSDAY,04:00 PM
2026-08-06T18:57:49+05:30,200,200,0,Reporting Date & Time :06-08-2026(THURSDAY) :: 04:00 PM,06-08-2026,THURSDAY,04:00 PM
